Query: java functional programming language
Summary: <<
java functional programming language
Query date: 2016-06-20
Papers: 980
Citations: 208771
Years: 30
Cites/year: 6959.03
Cites/paper: 213.03/69.0/multi (mean/median/mode)
Cites/author: 99865.54
Cites/author/year: 3328.85
Papers/author: 500.54
Authors/paper: 2.61/2.0/2 (mean/median/mode)
h-index: 193 (74%)
g-index: 429 (88%)
e-index: 343.64
hc-index: 109
hI-index: 68.73
hI,norm: 137
hI,annual: 4.57
hm-index: 136.62
AW-index: 148.12
AWCR: 21938.78
AWCRpA: 9586.13

Hirsch a=5.60, m=6.43
Contemporary ac=7.39

226 paper(s) with 1 author(s)
293 paper(s) with 2 author(s)
221 paper(s) with 3 author(s)
140 paper(s) with 4 author(s)
81 paper(s) with 5 author(s)
19 paper(s) with 6 author(s)
>>

Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
145,"R Grimm","Better extensibility through modular syntax",2006,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=1133987","http://scholar.google.com/scholar?cites=7665444509035480960&as_sdt=2005&sciodt=0,5&hl=en&num=20",824,2016-06-20,""
144,"V Cavé, J Zhao, J Shirako, V Sarkar","Habanero-Java: the new adventures of old X10",2011,"… Practice of Programming in Java","dl.acm.org","http://dl.acm.org/citation.cfm?id=2093165","http://scholar.google.com/scholar?cites=1515998414621876321&as_sdt=2005&sciodt=0,5&hl=en&num=20",298,2016-06-20,""
144,"S Aerts, P Van Loo, G Thijs, H Mayer…","TOUCAN 2: the all-inclusive open source workbench for regulatory sequence analysis",2005,"Nucleic acids …","Oxford Univ Press","http://nar.oxfordjournals.org/content/33/suppl_2/W393.short","http://scholar.google.com/scholar?cites=7330505114020666419&as_sdt=2005&sciodt=0,5&hl=en&num=20",524,2016-06-20,""
143,"J Kwon, A Wellings, S King","Ravenscar‐Java: A high‐integrity profile for real‐time Java",2005,"Concurrency and Computation: …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/cpe.843/full","http://scholar.google.com/scholar?cites=2460363965686950509&as_sdt=2005&sciodt=0,5&hl=en&num=20",453,2016-06-20,""
143,"J Aldrich, C Chambers, EG Sirer, S Eggers","Static analyses for eliminating unnecessary synchronization from Java programs",1999,"International Static Analysis …","Springer","http://link.springer.com/chapter/10.1007/3-540-48294-6_2","http://scholar.google.com/scholar?cites=1813814903502019842&as_sdt=2005&sciodt=0,5&hl=en&num=20",542,2016-06-20,""
143,"A Ranta","Grammatical framework: Programming with multilingual grammars",2011,"","grammaticalframework.org","","http://scholar.google.com/scholar?cites=5999478660396891613&as_sdt=2005&sciodt=0,5&hl=en&num=20",603,2016-06-20,"BOOK"
142,"M Serrano, E Gallesio, F Loitsch","Hop: a language for programming the web 2. 0",2006,"OOPSLA Companion","lri.fr","","http://scholar.google.com/scholar?cites=18248326144654878502&as_sdt=2005&sciodt=0,5&hl=en&num=20",90,2016-06-20,"PDF"
142,"Z Sandler, V Seroff, SJ Kolodzieski…","Database system and methods",2007,"US Patent …","Google Patents","http://www.google.com/patents/US7249118","http://scholar.google.com/scholar?cites=17307314077420798006&as_sdt=2005&sciodt=0,5&hl=en&num=20",502,2016-06-20,""
142,"J Dedecker, T Van Cutsem, S Mostinckx…","Ambient-oriented programming in ambienttalk",2006,"… -Oriented Programming","Springer","http://link.springer.com/chapter/10.1007/11785477_16","http://scholar.google.com/scholar?cites=8035716316641808258&as_sdt=2005&sciodt=0,5&hl=en&num=20",601,2016-06-20,""
140,"C Kastner, T Thum, G Saake, J Feigenspan…","FeatureIDE: A tool framework for feature-oriented software development",2009,"Proceedings of the 31st …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1555087","http://scholar.google.com/scholar?cites=506901375479050691&as_sdt=2005&sciodt=0,5&hl=en&num=20",944,2016-06-20,""
140,"M Pinto, L Fuentes, JM Troya","DAOP-ADL: an architecture description language for dynamic component and aspect-based development",2003,"… Conference on Generative Programming …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-39815-8_8","http://scholar.google.com/scholar?cites=4918295783489430067&as_sdt=2005&sciodt=0,5&hl=en&num=20",975,2016-06-20,""
139,"K Hammond, G Michaelson","Hume: a domain-specific language for real-time embedded systems",2003,"… Conference on Generative Programming …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-39815-8_3","http://scholar.google.com/scholar?cites=1102485615091442012&as_sdt=2005&sciodt=0,5&hl=en&num=20",168,2016-06-20,""
139,"SM Sutton Jr, LJ Osterweil","The design of a next-generation process language",1997,"Software Engineering—ESEC/FSE'97","Springer","http://link.springer.com/10.1007%2F3-540-63531-9_12","http://scholar.google.com/scholar?cites=2578110898124390499&as_sdt=2005&sciodt=0,5&hl=en&num=20",312,2016-06-20,""
139,"YV Panchul, DA Soderman, DR Coleman","System for converting hardware designs in high-level programming language to hardware implementations",2001,"US Patent 6,226,776","Google Patents","http://www.google.com/patents/US6226776","http://scholar.google.com/scholar?cites=11550205596942739299&as_sdt=2005&sciodt=0,5&hl=en&num=20",345,2016-06-20,""
137,"M Pierre-Etienne, C Ringeissen, M Vittek","A pattern matching compiler for multiple target languages",2003,"International Conference on …","Springer","http://link.springer.com/chapter/10.1007/3-540-36579-6_5","http://scholar.google.com/scholar?cites=7187411412853930050&as_sdt=2005&sciodt=0,5&hl=en&num=20",257,2016-06-20,""
136,"A Bergel, S Ducasse, O Nierstrasz","Classbox/J: Controlling the scope of change in Java",2005,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=1094826","http://scholar.google.com/scholar?cites=8637910993626069935&as_sdt=2005&sciodt=0,5&hl=en&num=20",214,2016-06-20,""
135,"SJ Gay","Quantum programming languages: Survey and bibliography",2006,"Mathematical Structures in Computer Science","Cambridge Univ Press","http://journals.cambridge.org/abstract_S0960129506005378","http://scholar.google.com/scholar?cites=6136525797187273841&as_sdt=2005&sciodt=0,5&hl=en&num=20",256,2016-06-20,""
134,"M d'Amorim, K Havelund","Event-based runtime verification of Java programs",2005,"ACM SIGSOFT Software Engineering Notes","dl.acm.org","http://dl.acm.org/citation.cfm?id=1083249","http://scholar.google.com/scholar?cites=6438609247508860751&as_sdt=2005&sciodt=0,5&hl=en&num=20",197,2016-06-20,""
134,"H Li, C Reinke, S Thompson","Tool support for refactoring functional programs",2003,"Proceedings of the 2003 ACM SIGPLAN …","dl.acm.org","http://dl.acm.org/citation.cfm?id=871899","http://scholar.google.com/scholar?cites=6648751193490187492&as_sdt=2005&sciodt=0,5&hl=en&num=20",299,2016-06-20,""
133,"K Hammond, G Michaelson","Research directions in parallel functional programming",2012,"","books.google.com","","http://scholar.google.com/scholar?cites=17750915010878336572&as_sdt=2005&sciodt=0,5&hl=en&num=20",160,2016-06-20,"BOOK"
133,"AB Tucker","Programming languages",1986,"","Tata McGraw-Hill Education","","http://scholar.google.com/scholar?cites=6430263445981507661&as_sdt=2005&sciodt=0,5&hl=en&num=20",830,2016-06-20,"CITATION"
132,"JJ Durillo, AJ Nebro, F Luna, B Dorronsoro, E Alba","jMetal: a java framework for developing multi-objective optimization metaheuristics",2006,"","researchgate.net","","http://scholar.google.com/scholar?cites=9172127466454129998&as_sdt=2005&sciodt=0,5&hl=en&num=20",782,2016-06-20,"PDF"
131,"P Thiemann","Towards a type system for analyzing javascript programs",2005,"European Symposium On Programming","Springer","http://link.springer.com/10.1007%2F978-3-540-31987-0_28","http://scholar.google.com/scholar?cites=6038483160161463636&as_sdt=2005&sciodt=0,5&hl=en&num=20",745,2016-06-20,""
129,"GT Leavens, Y Cheon, C Clifton, C Ruby…","How the design of JML accommodates both runtime assertion checking and formal verification",2005,"… of Computer Programming","Elsevier","","http://scholar.google.com/scholar?cites=3496248954022545667&as_sdt=2005&sciodt=0,5&hl=en&num=20",77,2016-06-20,"HTML"
129,"L Seinturier, P Merle, D Fournier…","Reconfigurable sca applications with the frascati platform",2009,"… , 2009. SCC'09. IEEE …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5283947","http://scholar.google.com/scholar?cites=6634683713527863158&as_sdt=2005&sciodt=0,5&hl=en&num=20",339,2016-06-20,""
129,"M Hanus","Multi-paradigm declarative languages",2007,"International Conference on Logic Programming","Springer","http://link.springer.com/chapter/10.1007/978-3-540-74610-2_5","http://scholar.google.com/scholar?cites=18376032070334788168&as_sdt=2005&sciodt=0,5&hl=en&num=20",938,2016-06-20,""
128,"R Helaihel, K Olukotun","Java as a specification language for hardware-software systems",1997,"Proceedings of the 1997 IEEE/ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=266611","http://scholar.google.com/scholar?cites=10508713650317281984&as_sdt=2005&sciodt=0,5&hl=en&num=20",35,2016-06-20,""
127,"D Kramer","The Java Platform",1996,"White Paper, Sun Microsystems, Mountain View, CA","sunsite.univie.ac.at","","http://scholar.google.com/scholar?cites=18180927312792836103&as_sdt=2005&sciodt=0,5&hl=en&num=20",243,2016-06-20,"PDF"
127,"M Capps, D McGregor, D Brutzman…","NPSNET-V. A new beginning for dynamically extensible virtual environments",2000,"… Computer Graphics and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=865873","http://scholar.google.com/scholar?cites=11124327485658823708&as_sdt=2005&sciodt=0,5&hl=en&num=20",539,2016-06-20,""
126,"J Auerbach, DF Bacon, P Cheng, R Rabbah","Lime: a Java-compatible and synthesizable language for heterogeneous architectures",2010,"ACM Sigplan Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=1869469","http://scholar.google.com/scholar?cites=2907510344202397571&as_sdt=2005&sciodt=0,5&hl=en&num=20",39,2016-06-20,""
126,"N Goto, P Prins, M Nakao, R Bonnal, J Aerts…","BioRuby: bioinformatics software for the Ruby programming language",2010,"…","Oxford Univ Press","http://bioinformatics.oxfordjournals.org/content/26/20/2617.short","http://scholar.google.com/scholar?cites=4182076549860303017&as_sdt=2005&sciodt=0,5&hl=en&num=20",157,2016-06-20,""
126,"PM Ricordel, Y Demazeau","From analysis to deployment: A multi-agent platform survey",2000,"… Workshop on Engineering Societies in the …","Springer","http://link.springer.com/chapter/10.1007/3-540-44539-0_7","http://scholar.google.com/scholar?cites=15006799165236712933&as_sdt=2005&sciodt=0,5&hl=en&num=20",868,2016-06-20,""
125,"A Courtney, C Elliott","Genuinely functional user interfaces",2001,"Haskell workshop","webdoc.sub.gwdg.de","","http://scholar.google.com/scholar?cites=7881855626160911702&as_sdt=2005&sciodt=0,5&hl=en&num=20",336,2016-06-20,"PDF"
125,"D Von Oheimb, T Nipkow","Machine-checking the Java specification: Proving type-safety",1999,"Formal Syntax and Semantics of Java","Springer","http://link.springer.com/chapter/10.1007/3-540-48737-9_4","http://scholar.google.com/scholar?cites=4553150386020018037&as_sdt=2005&sciodt=0,5&hl=en&num=20",896,2016-06-20,""
124,"J Bachrach, K Playford","The Java syntactic extender (JSE)",2001,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=504285","http://scholar.google.com/scholar?cites=13536671211985227583&as_sdt=2005&sciodt=0,5&hl=en&num=20",97,2016-06-20,""
124,"T Kosar, PE Martı, PA Barrientos, M Mernik","A preliminary study on various implementation approaches of domain-specific language",2008,"Information and software …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0950584907000419","http://scholar.google.com/scholar?cites=12005255392133159647&as_sdt=2005&sciodt=0,5&hl=en&num=20",284,2016-06-20,""
124,"AD Gordon, D Syme","Typing a multi-language intermediate code",2001,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=360228","http://scholar.google.com/scholar?cites=9083623112957608555&as_sdt=2005&sciodt=0,5&hl=en&num=20",604,2016-06-20,""
123,"S Blazy, X Leroy","Mechanized semantics for the Clight subset of the C language",2009,"Journal of Automated Reasoning","Springer","http://link.springer.com/article/10.1007/s10817-009-9148-3","http://scholar.google.com/scholar?cites=8141112694503603380&as_sdt=2005&sciodt=0,5&hl=en&num=20",204,2016-06-20,""
121,"G Bierman, M Parkinson, A Pitts","MJ: An imperative core calculus for Java and Java with effects",2003,"","Citeseer","","http://scholar.google.com/scholar?cites=10064349287468203469&as_sdt=2005&sciodt=0,5&hl=en&num=20",333,2016-06-20,"PDF"
121,"L Wong","Kleisli, a functional query system",2000,"Journal of Functional Programming","Cambridge Univ Press","http://journals.cambridge.org/abstract_S0956796899003585","http://scholar.google.com/scholar?cites=6571909719120360802&as_sdt=2005&sciodt=0,5&hl=en&num=20",765,2016-06-20,""
120,"J Vitek, B Bokowski","Confined types in Java",2001,"Software: Practice and Experience","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/spe.369/abstract","http://scholar.google.com/scholar?cites=1191128414591284903&as_sdt=2005&sciodt=0,5&hl=en&num=20",596,2016-06-20,""
119,"D Kitchin, A Quark, W Cook, J Misra","The Orc programming language",2009,"Formal techniques for Distributed …","Springer","http://link.springer.com/chapter/10.1007/978-3-642-02138-1_1","http://scholar.google.com/scholar?cites=15724718024781859692&as_sdt=2005&sciodt=0,5&hl=en&num=20",37,2016-06-20,""
119,"A Eckerdal, M Thuné","Novice Java programmers' conceptions of object and class, and variation theory",2005,"ACM SIGCSE Bulletin","dl.acm.org","http://dl.acm.org/citation.cfm?id=1067473","http://scholar.google.com/scholar?cites=14765874776955210050&as_sdt=2005&sciodt=0,5&hl=en&num=20",162,2016-06-20,""
119,"A Voellmy, H Kim, N Feamster","Procera: a language for high-level reactive network control",2012,"Proceedings of the first workshop on Hot …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2342451","http://scholar.google.com/scholar?cites=706564295060951120&as_sdt=2005&sciodt=0,5&hl=en&num=20",229,2016-06-20,""
119,"X Leroy, H Grall","Coinductive big-step operational semantics",2009,"Information and Computation","Elsevier","","http://scholar.google.com/scholar?cites=2958446696858346678&as_sdt=2005&sciodt=0,5&hl=en&num=20",274,2016-06-20,"HTML"
119,"PMD Gray, SM Embury, KY Hui, GJL Kemp","The evolving role of constraints in the functional data model",1999,"Journal of Intelligent …","Springer","http://link.springer.com/article/10.1023/A:1008748808699","http://scholar.google.com/scholar?cites=11837084215923295060&as_sdt=2005&sciodt=0,5&hl=en&num=20",403,2016-06-20,""
119,"P Haller, M Odersky","Event-based programming without inversion of control",2006,"Joint Modular Languages Conference","Springer","http://link.springer.com/10.1007%2F11860990_2","http://scholar.google.com/scholar?cites=14995022584432867463&as_sdt=2005&sciodt=0,5&hl=en&num=20",408,2016-06-20,""
119,"S Drossopoulou, S Eisenbach, S Khurshid","Is the java type system sound?",1999,"TAPOS","researchgate.net","","http://scholar.google.com/scholar?cites=5731895855116455006&as_sdt=2005&sciodt=0,5&hl=en&num=20",827,2016-06-20,"PDF"
118,"JMP Cardoso, HC Neto","Macro-based hardware compilation of Java TM bytecodes into a dynamic reconfigurable computing system",1999,"Field-Programmable Custom …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=803662","http://scholar.google.com/scholar?cites=6803588676639990023&as_sdt=2005&sciodt=0,5&hl=en&num=20",446,2016-06-20,""
118,"D Ancona, G Lagorio, E Zucca","Jam-a smooth extension of java with mixins",2000,"… on Object-Oriented Programming","Springer","http://link.springer.com/chapter/10.1007/3-540-45102-1_8","http://scholar.google.com/scholar?cites=8345344416379414745&as_sdt=2005&sciodt=0,5&hl=en&num=20",659,2016-06-20,""
117,"DA Watt, DF Brown","Programming language processors in Java: compilers and interpreters",2000,"","Pearson Education","","http://scholar.google.com/scholar?cites=18307982281060742283&as_sdt=2005&sciodt=0,5&hl=en&num=20",42,2016-06-20,"CITATION"
117,"F Achermann, M Lumpe…","Piccola-a small composition language",2001,"Formal Methods for …","pdfs.semanticscholar.org","","http://scholar.google.com/scholar?cites=13240807672028858346&as_sdt=2005&sciodt=0,5&hl=en&num=20",277,2016-06-20,"PDF"
117,"J Gosling, B Joy, GL Steele, G Bracha, A Buckley","The Java Language Specification",2014,"","Pearson Education","","http://scholar.google.com/scholar?cites=12138145847076034930&as_sdt=2005&sciodt=0,5&hl=en&num=20",282,2016-06-20,"CITATION"
117,"M Dmitriev","Towards flexible and safe technology for runtime evolution of java language applications",2001,"Proceedings of the Workshop on Engineering Complex …","Citeseer","","http://scholar.google.com/scholar?cites=8419873509399574513&as_sdt=2005&sciodt=0,5&hl=en&num=20",420,2016-06-20,"PDF"
117,"K Czarnecki, JT O'Donnell, J Striegnitz…","DSL implementation in MetaOCaml, Template Haskell, and C++",2004,"Domain-Specific Program …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-25935-0_4","http://scholar.google.com/scholar?cites=2694686777521682673&as_sdt=2005&sciodt=0,5&hl=en&num=20",591,2016-06-20,""
117,"P Haller, M Odersky","Actors that unify threads and events",2007,"International Conference on Coordination …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-72794-1_10","http://scholar.google.com/scholar?cites=5327745401206525215&as_sdt=2005&sciodt=0,5&hl=en&num=20",676,2016-06-20,""
116,"P Wadler","Functionol Prog mming",1998,"","pdfs.semanticscholar.org","","http://scholar.google.com/scholar?cites=4242816459735208172&as_sdt=2005&sciodt=0,5&hl=en&num=20",45,2016-06-20,"PDF"
116,"JC Filliâtre, A Paskevich","Why3—where programs meet provers",2013,"European Symposium on Programming","Springer","http://link.springer.com/chapter/10.1007/978-3-642-37036-6_8","http://scholar.google.com/scholar?cites=7084411770137927447&as_sdt=2005&sciodt=0,5&hl=en&num=20",236,2016-06-20,""
116,"P Bothner","Java development environment using optimizing ahead-of-time compiler",2000,"US Patent 6,110,226","Google Patents","http://www.google.com/patents/US6110226","http://scholar.google.com/scholar?cites=9883432471416043610&as_sdt=2005&sciodt=0,5&hl=en&num=20",395,2016-06-20,""
116,"Y Cheon","A runtime assertion checker for the Java Modeling Language",2003,"","lib.dr.iastate.edu","http://lib.dr.iastate.edu/cs_techreports/308/","http://scholar.google.com/scholar?cites=4128603694319979150&as_sdt=2005&sciodt=0,5&hl=en&num=20",571,2016-06-20,""
116,"Z Wan, W Taha, P Hudak","Real-time FRP",2001,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=507654","http://scholar.google.com/scholar?cites=2878376786717001740&as_sdt=2005&sciodt=0,5&hl=en&num=20",602,2016-06-20,""
115,"D Gay, B Steensgaard","Fast escape analysis and stack allocation for object-based programs",2000,"International Conference on Compiler …","Springer","http://link.springer.com/10.1007%2F3-540-46423-9_6","http://scholar.google.com/scholar?cites=12195042473146227382&as_sdt=2005&sciodt=0,5&hl=en&num=20",271,2016-06-20,""
115,"R Lämmel, J Visser","Typed combinators for generic traversal",2002,"International Symposium on Practical Aspects of …","Springer","http://link.springer.com/chapter/10.1007/3-540-45587-6_10","http://scholar.google.com/scholar?cites=10270708575751744083&as_sdt=2005&sciodt=0,5&hl=en&num=20",332,2016-06-20,""
115,"F Duclos, J Estublier, P Morat","Describing and using non functional aspects in component based applications",2002,"… of the 1st international conference on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=508394","http://scholar.google.com/scholar?cites=7715550811462241143&as_sdt=2005&sciodt=0,5&hl=en&num=20",927,2016-06-20,""
114,"L Prechelt","An empirical comparison of C, C++, Java, Perl, Python, Rexx and Tcl",2000,"IEEE Computer","nsl.com","","http://scholar.google.com/scholar?cites=2278940540931903682&as_sdt=2005&sciodt=0,5&hl=en&num=20",569,2016-06-20,"PDF"
114,"H Xi, R Harper","A dependently typed assembly language",2001,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=507657","http://scholar.google.com/scholar?cites=13194845518812010155&as_sdt=2005&sciodt=0,5&hl=en&num=20",741,2016-06-20,""
114,"JS Cuadrado, JG Molina, MM Tortosa","RubyTL: a practical, extensible transformation language",2006,"European Conference on Model …","Springer","http://link.springer.com/10.1007%2F11787044_13","http://scholar.google.com/scholar?cites=597665599073344710&as_sdt=2005&sciodt=0,5&hl=en&num=20",776,2016-06-20,""
114,"Z Ni, Z Shao","Certified assembly programming with embedded code pointers",2006,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=1111066","http://scholar.google.com/scholar?cites=4254971346428051077&as_sdt=2005&sciodt=0,5&hl=en&num=20",885,2016-06-20,""
113,"KK Thorup, M Torgersen","Unifying genericity",1999,"… Conference on Object-Oriented Programming","Springer","http://link.springer.com/chapter/10.1007/3-540-48743-3_9","http://scholar.google.com/scholar?cites=8755455449645145267&as_sdt=2005&sciodt=0,5&hl=en&num=20",377,2016-06-20,""
112,"G Czajkowski","Application isolation in the Java virtual machine",2000,"ACM Sigplan Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=353195","http://scholar.google.com/scholar?cites=7767828977892155020&as_sdt=2005&sciodt=0,5&hl=en&num=20",418,2016-06-20,""
112,"J Bailey, F Bry, T Furche, S Schaffert","Web and semantic web query languages: A survey",2005,"Proceedings of the First …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2156064","http://scholar.google.com/scholar?cites=10540296471106399070&as_sdt=2005&sciodt=0,5&hl=en&num=20",893,2016-06-20,""
111,"S Krishnamurthi, M Felleisen, DP Friedman","Synthesizing object-oriented and functional design to promote re-use",1998,"… -Oriented Programming","Springer","http://link.springer.com/chapter/10.1007/BFb0054088","http://scholar.google.com/scholar?cites=10891383211656051312&as_sdt=2005&sciodt=0,5&hl=en&num=20",140,2016-06-20,""
111,"F Huber, B Schätz, A Schmidt, K Spies","Autofocus—a tool for distributed systems specification",1996,"… in Real-Time and Fault-Tolerant …","Springer","http://link.springer.com/chapter/10.1007/3-540-61648-9_58","http://scholar.google.com/scholar?cites=3947897412028592579&as_sdt=2005&sciodt=0,5&hl=en&num=20",508,2016-06-20,""
110,"O Agesen, D Detlefs, JE Moss","Garbage collection and local variable type-precision and liveness in Java virtual machines",1998,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=277738","http://scholar.google.com/scholar?cites=13650061131938435746&as_sdt=2005&sciodt=0,5&hl=en&num=20",65,2016-06-20,""
110,"S Berghofer, T Nipkow","Executing higher order logic",2000,"International Workshop on Types for Proofs and …","Springer","http://link.springer.com/chapter/10.1007/3-540-45842-5_2","http://scholar.google.com/scholar?cites=11183040523825128821&as_sdt=2005&sciodt=0,5&hl=en&num=20",367,2016-06-20,""
110,"C Calcagno, W Taha, L Huang, X Leroy","Implementing multi-stage languages using ASTs, gensym, and reflection",2003,"… on Generative Programming …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-39815-8_4","http://scholar.google.com/scholar?cites=16553727986875612067&as_sdt=2005&sciodt=0,5&hl=en&num=20",968,2016-06-20,""
109,"M Aldinucci, M Danelutto, P Teti","An advanced environment supporting structured parallel programming in Java",2003,"Future Generation Computer Systems","Elsevier","http://www.sciencedirect.com/science/article/pii/S0167739X02001723","http://scholar.google.com/scholar?cites=13454695470909911663&as_sdt=2005&sciodt=0,5&hl=en&num=20",36,2016-06-20,""
109,"B Jacobs, E Poll","Java program verification at Nijmegen: Developments and perspective",2004,"Software Security-Theories and Systems","Springer","http://link.springer.com/chapter/10.1007/978-3-540-37621-7_7","http://scholar.google.com/scholar?cites=16495051400027209222&as_sdt=2005&sciodt=0,5&hl=en&num=20",506,2016-06-20,""
109,"M Baker, B Carpenter, A Shafi","MPJ Express: towards thread safe Java HPC",2006,"2006 IEEE International …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4100396","http://scholar.google.com/scholar?cites=17414469897976803873&as_sdt=2005&sciodt=0,5&hl=en&num=20",883,2016-06-20,""
108,"MJ Duftler, NK Mukhi, A Slominski…","Web services invocation framework (wsif)",2001,"OOPSLA Workshop on …","researchgate.net","","http://scholar.google.com/scholar?cites=8305035481855879667&as_sdt=2005&sciodt=0,5&hl=en&num=20",463,2016-06-20,"PDF"
107,"A Goldberg","A specification of Java loading and bytecode verification",1998,"Proceedings of the 5th ACM Conference on Computer …","dl.acm.org","http://dl.acm.org/citation.cfm?id=288104","http://scholar.google.com/scholar?cites=77128759892030819&as_sdt=2005&sciodt=0,5&hl=en&num=20",777,2016-06-20,""
106,"W Plishker, N Sane, M Kiemb, K Anand…","Functional DIF for rapid prototyping",2008,"2008 The 19th IEEE/ …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4550884","http://scholar.google.com/scholar?cites=4090469889189673782&as_sdt=2005&sciodt=0,5&hl=en&num=20",373,2016-06-20,""
106,"JA Miller, RS Nair, Z Zhang…","JSIM: A Java-based simulation and animation environment",1997,"… , 1997. Proceedings., 30th …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=586473","http://scholar.google.com/scholar?cites=12641361689997060614&as_sdt=2005&sciodt=0,5&hl=en&num=20",554,2016-06-20,""
106,"M Slee, A Agarwal, M Kwiatkowski","Thrift: Scalable cross-language services implementation",2007,"Facebook White Paper","docs.huihoo.com","","http://scholar.google.com/scholar?cites=6585846428412825164&as_sdt=2005&sciodt=0,5&hl=en&num=20",970,2016-06-20,"PDF"
104,"S Tobin-Hochstadt, V St-Amour, R Culpepper…","Languages as libraries",2011,"ACM SIGPLAN …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1993514","http://scholar.google.com/scholar?cites=7853929890716239749&as_sdt=2005&sciodt=0,5&hl=en&num=20",600,2016-06-20,""
104,"K Sen","Concolic testing",2007,"Proceedings of the twenty-second IEEE/ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1321746","http://scholar.google.com/scholar?cites=15409596357005291179&as_sdt=2005&sciodt=0,5&hl=en&num=20",624,2016-06-20,""
103,"TC Poff, JS Minami, R Koyama","Hardware accelerator for an object-oriented programming language",2001,"US Patent 6,330,659","Google Patents","http://www.google.com/patents/US6330659","http://scholar.google.com/scholar?cites=5479184166916078096&as_sdt=2005&sciodt=0,5&hl=en&num=20",198,2016-06-20,""
103,"E Meijer, J Gough","Technical overview of the common language runtime",2001,"language","munro.humber.ca","","http://scholar.google.com/scholar?cites=6665411437877979540&as_sdt=2005&sciodt=0,5&hl=en&num=20",213,2016-06-20,"PDF"
103,"K Havelund, G Rosu","Java PathExplorer: A Runtime Verification Tool",2001,"","ntrs.nasa.gov","http://ntrs.nasa.gov/search.jsp?R=20020051191","http://scholar.google.com/scholar?cites=11102836010905934758&as_sdt=2005&sciodt=0,5&hl=en&num=20",546,2016-06-20,""
103,"M Verbaere, R Ettinger, O de Moor","JunGL: a scripting language for refactoring",2006,"Proceedings of the 28th …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1134311","http://scholar.google.com/scholar?cites=11300162337841005340&as_sdt=2005&sciodt=0,5&hl=en&num=20",815,2016-06-20,""
103,"S Tobin-Hochstadt, M Felleisen","Interlanguage migration: from scripts to programs",2006,"… on Object-oriented programming …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1176755","http://scholar.google.com/scholar?cites=3905982486571861767&as_sdt=2005&sciodt=0,5&hl=en&num=20",898,2016-06-20,""
103,"M Aksit, Z Choukair","Dynamic, adaptive and reconfigurable systems overview and prospective vision",2003,"Distributed Computing Systems …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1203537","http://scholar.google.com/scholar?cites=1214709728169668375&as_sdt=2005&sciodt=0,5&hl=en&num=20",972,2016-06-20,""
102,"AE Fleury","Programming in Java: student-constructed rules",2000,"ACM SIGCSE Bulletin","dl.acm.org","http://dl.acm.org/citation.cfm?id=331854","http://scholar.google.com/scholar?cites=16793121015846379407&as_sdt=2005&sciodt=0,5&hl=en&num=20",102,2016-06-20,""
